63,47,70,4,1
40,100,21.8,1,-1
70,54,61.9,2,-1
44,37,56.7,1,-1
49,33,61.6,1,-1
42,36,44.6,2,-1
75,31,54.4,3,1
44,54,71.3,2,1
37,44,52.7,1,-1
40,44,54.8,1,0
49,33,34.6,1,0
63,37,77.1,1,0
47,75,40.2,1,-1
63,54,51.4,1,0
81,47,69.1,2,-1
49,42,50.8,3,1
33,77,57.9,1,0
54,77,32.7,1,-1
31,33,42.8,1,0
33,31,41,4,1
44,70,41.6,1,-1
63,31,69.1,2,-1
31,40,51.4,1,0
44,44,51.2,1,0
100,54,70.2,2,-1
70,49,56.7,2,0
44,47,49.4,1,0
70,44,59.6,2,0
47,75,43.3,2,-1
100,75,66.1,5,1
63,36,67.6,5,1
37,81,22.1,2,1
33,81,36.8,2,0
100,54,77.4,3,1
44,44,55.3,1,0
31,44,34.3,1,-1
33,47,55.8,1,-1
77,75,36.2,4,1
42,63,65,3,1
33,100,27.1,1,-1
44,37,28.1,2,1
36,44,60.6,1,-1
40,40,37.5,1,0
36,33,48.1,1,-1
54,44,47.1,1,0
41,44,49.2,2,0
42,42,44.1,2,0
77,47,51.1,3,1
49,40,59.6,2,-1
37,77,26.6,1,0
41,49,70.2,1,0
31,100,21.7,2,-1
37,70,40.5,4,1
81,44,46,4,1
41,44,62.1,2,1
75,37,67.8,1,0
31,36,49.9,2,1
31,41,34.9,2,0
42,33,43.2,1,0
49,54,53.1,1,0
42,44,37.9,1,-1
70,47,57,1,0
31,75,43,1,-1
33,36,20.7,2,0
44,33,38.2,2,0
37,54,59.8,1,-1
33,47,60.8,1,0
100,42,77,2,1
44,49,68.7,2,0
63,37,70.3,5,1
33,47,55.9,1,-1
44,54,62.1,1,-1
41,77,50.5,1,0
75,36,61.1,3,-1
44,47,35.3,1,-1
77,54,62.6,1,0
41,42,51,2,0
81,100,40.6,4,1
63,44,41.8,1,-1
44,31,54.9,2,-1
31,44,47.9,2,0
44,37,48,1,-1
40,70,41.6,1,0
33,75,38.9,1,0
49,44,20.6,1,-1
33,49,46,1,-1
42,47,56.1,2,0
81,100,35.4,1,-1
37,100,20.5,1,-1
100,36,74.3,2,1
33,44,56.1,1,-1
47,75,62.2,3,1
70,33,46.5,1,-1
77,44,68.4,1,0
63,81,67,1,0
40,63,41.7,1,0
81,42,24.9,3,1
75,33,52,4,1
31,41,45.7,1,-1
44,36,47.8,1,0
63,77,42.1,2,-1
33,36,29.2,1,-1
49,40,32.8,1,0
75,44,57.2,5,1
37,70,69.3,1,-1
44,40,34.4,1,-1
33,77,46.2,2,1
31,49,27.5,1,-1
37,42,52.9,3,1
54,33,51,1,0
70,33,64.2,3,-1
42,41,29.9,2,1
81,44,56.4,1,0
36,47,53.4,1,-1
77,44,72.9,1,-1
63,77,53.9,1,-1
40,41,24.9,4,1
75,76,50.7,3,-1
46,69,47.4,1,-1
40,93,47.5,1,-1
45,41,38.3,1,0
61,86,42.5,1,0
34,44,49.7,2,1
78,24,76.9,2,1
28,44,45.6,1,0
46,40,64.3,1,0
75,61,49.5,3,1
40,45,44.7,1,-1
93,24,70.5,5,1
34,86,34.7,1,-1
44,46,48.6,1,0
76,28,73.8,3,1
41,41,41.2,1,-1
45,40,34.7,1,-1
44,40,39.5,2,1
69,46,43.4,2,1
78,24,57.5,4,1
28,41,53.1,2,0
86,41,56.9,1,0
93,45,62.4,2,1
61,45,66.4,2,1
46,40,53.2,3,1
46,61,40.6,1,0
44,34,45.1,1,0
44,41,52.2,2,1
78,45,67.1,3,1
46,24,63.8,1,0
86,76,49.3,1,0
40,75,45.3,1,-1
45,46,41,2,1
46,45,63.5,1,0
34,76,61,1,-1
